sentence_id,lang,flores_code,text,domain,topic
70,hin,hin_Deva,"बैंड की प्रबंधन कंपनी, एचके मैनेजमेंट इनकॉरपोरेशन, ने 20 सितंबर को अपने कार्यक्र्म को रद्द करने का कोई प्रारंभिक कारण नहीं बताया, लेकिन अगले दिन तैयारी के कारणों को दोषी ठहराया।",wikinews,Crime and Law
71,hin,hin_Deva,"प्रसिद्ध ग्रीक वकील साकिस केचाग्येग्लो और जॉर्ज निकोलाकोपौलोस को कोरीडल्लोस के एथेंस जेल में बंद किया गया है, क्योंकि वे रिश्वत और भ्रष्टाचार के दोषी पाए गए थे.",wikinews,Crime and Law
72,hin,hin_Deva,"इसके परिणामस्वरूप, ग्रीक कानूनी समुदाय के भीतर एक बड़े घोटाले को अवैध कार्यों के उजागर होने के माध्यम से उठाया गया है जो न्यायाधीशों, वकीलों, सॉलिसिटर और अधिवक्ताओं ने पिछले सालों के दौरान किए हैं.",wikinews,Crime and Law
73,hin,hin_Deva,"कुछ सप्ताह पहले, पत्रकार माकीस त्रिनताफेलोपोस द्वारा अपने लोकप्रिय टेलीविजन शो ज़ूंगला में अल्फा टीवी में प्रकाशित जानकारी के बाद, संसद के सदस्य और वकील, पेट्रोस मंतौवलोस को पदमुक्त कर दिया गया था क्योंकि उनके कार्यालय के सदस्य अवैध भ्रष्टाचार और भ्रष्टाचार में लिप्त थे। । तबाही के प्रभाव, अवसाद और भय नियमित साप्ताहिक संरचित पीए सत्रों के सशर्त नहीं थे।",wikinews,Crime and Law
74,hin,hin_Deva,"इतना ही नहीं, टॉप जज एवेंजेलोस कालूसिस को गिरफ़्तार कर लिया गया क्योंकि उन्हें भ्रष्टाचार और दुर्व्यहार के लिए दोषी पाया गया था.",wikinews,Crime and Law
75,hin,hin_Deva,"गर्भपात की नैतिकता पर विचार करते समय एक महत्वपूर्ण सवाल, जीवन कब शुरू होता है पर संभावित मामलों की बारीकियों पर टिप्पणी करने को अनैतिक बताते हुए रॉबर्ट्स ने इस पर अपने विचार प्रकट करने से साफ़-साफ़ मना कर दिया.",wikinews,Politics
76,hin,hin_Deva,"हालांकि, उन्होंने अपने पहले के बयान को दोहराया कि रो वर्सस वेड “भूमि का व्यवस्थित कानून” था, जिस में उच्चतम न्यायालय के सुसंगत निर्णयों के महत्व पर जोर दिया गया था।",wikinews,Politics
77,hin,hin_Deva,"उसने यह पुष्टि भी की है कि उसे गोपनीयता के निहित अधिकारों पर यकीन है, जिस पर कि रो निर्णय आधारित है.",wikinews,Politics
78,hin,hin_Deva,मारूसाइडोर पहले पायदान पर आया जबकि उससे छह नंबर पीछे रहकर नूसा दूसरे पायदान पर आया।,wikinews,Sport
79,hin,hin_Deva,दोनों पक्ष मुख्य सेमीफ़ाइनल में भिड़े जहाँ नूसा 11 अंकों से विजेता बने.,wikinews,Sport
80,hin,hin_Deva,मारूचिडोर ने इसके बाद प्रारंभिक फाइनल में कैबुलचर को हराया।,wikinews,Sport
81,hin,hin_Deva,"हेस्पेरोनिकस एलिजाबेथ, ड्रोमाओसौरिडी परिवार की एक प्रजाति है और वेलोसिरैप्टर का चचेरा भाई है।",wikinews,science
82,hin,hin_Deva,"माना जाता है कि यह पूरी तरह पंख से लदे गरम खून वाले शिकारी पक्षी, वेलोसाइराप्टर जैसे पंजे के साथ दो पैरों पर सीधा चलते थे।",wikinews,science
83,hin,hin_Deva,"इसका दूसरा पंजा बड़ा था, जिससे इसका नाम हेस्पेरोनीकस पड़ा, जिसका अर्थ है “पश्चिमी पंजा”।",wikinews,Science
84,hin,hin_Deva,"तेज़ बर्फबारी के अलावा, मौसम की ख़राब स्थिति बचाव के प्रयासों में बाधा बन रही है।",wikinews,Weather
85,hin,hin_Deva,पिटमैन ने सुझाव दिया कि अगले सप्ताह कुछ समय तक स्थिति में सुधार नहीं होगा.,wikinews,Weather
86,hin,hin_Deva,"पिटमैन के अनुसार, पैक बर्फ की मात्रा और मोटाई पिछले 15 वर्षों में सीलर्स के लिए सबसे ख़राब है.",wikinews,Weather
87,hin,hin_Deva,"जेफ वीस और नौ पीड़ितों में से तीन का अंतिम संस्कार करते समय, आज रेड लेक समुदाय में ये खबर फैल गई कि एक अन्य छात्र को 21 मार्च की स्कूल में गोलीबारी के सिलसिले में गिरफ्तार किया गया है।",wikinews,Crime and law
88,hin,hin_Deva,अधिकारियों ने आज की गिरफ्तारी की पुष्टि करने से परे थोडा आधिकारिक तौर पर कहा.,wikinews,Crime and law
89,hin,hin_Deva,"हालाँकि, जाँच के बारे में जानकारी रखने वाले एक सूत्र ने मिनियापोलिस स्टार-ट्रिब्यून को बताया कि ये रेड लेक ट्राइबल के अध्यक्ष फ़्लॉयड जर्सडैन के 16 वर्षीय बेटे लुई जर्सडैन थे.",wikinews,Crime and law
90,hin,hin_Deva,"इस समय यह ज्ञात नहीं है कि क्या आरोप लगाया जाएगा या अधिकारियों ने उस बच्चे को क्यों पकड़ा, लेकिन संघीय अदालत में किशोर कार्यवाही शुरू हो गई है।",wikinews,Crime and law
91,hin,hin_Deva,लॉडिन ने यह भी कहा कि अधिकारियों ने दूसरे चुनाव के खर्च और सुरक्षा जोखिम को बचाने के लिए न भागने का फैसला लिया है.,wikinews,Politics
92,hin,hin_Deva,राजनीतिज्ञों ने कहा कि उन्होंने निर्णायक मत को अनावश्यक रूप से निर्धारित करने के लिए अफ़गान संविधान में काफी अस्पष्टता पाई थी.,wikinews,Politics
93,hin,hin_Deva,"यह पहले की रिपोर्टों का खंडन करता है, जिसमें कहा गया था कि निर्णायक मत को रद्द करना संविधान के ख़िलाफ़ होगा.",wikinews,Politics
94,hin,hin_Deva,विमान इरकुत्स्क की ओर जा रहा था और आंतरिक सैनिकों द्वारा संचालित किया जा रहा था।,wikinews,Tragety
95,hin,hin_Deva,छानबीन के लिए एक जाँच गठित की गई थी।,wikinews,Tragety
96,hin,hin_Deva,Il-76. 1970 के दशक से ही रूसी और सोवियत सेनाओं का मुख्य घटक रहा है. पिछले ही महीने रूस में इसकी एक गंभीर दुर्घटना देखी गई थी.,wikinews,Tragety
97,hin,hin_Deva,बिना किसी क्षति के 7 अक्टूबर को इंजन टेकऑफ़ के दौरान अलग हो गया. रूस ने उस दुर्घटना के बाद Il-76s को कुछ समय में ही ज़मीन पर उतार दिया.,wikinews,Tragety
98,hin,hin_Deva,"फेयरबैंक्स, अलास्का के दक्षिण में हजारों बैरल कच्चे तेल के रिसाव के बाद ट्रांस-अलास्का पाइपलाइन सिस्टम के 800 मील के हिस्से को बंद कर दिया गया था।",wikinews,Disaster
99,hin,hin_Deva,एक नियमित फायर-कमांड सिस्टम परीक्षण के चलते बिजली चले जाने से रिलीफ वाल्व खुल गए और फोर्ट ग्रीली पंप स्टेशन 9 के पास कच्चा तेल बह गया।,wikinews,Disaster
100,hin,hin_Deva,"वाल्व छिद्र से प्रणाली का दबाव कम हुआ और तेल एक पैड से एक टैंक में गया जिसमें 55,000 बैरल (23 लाख गैलन) आ सकता है।",wikinews,Disaster
101,hin,hin_Deva,बुधवार की दोपहर तक टैंक के अंदर थर्मल एक्सपेंशन से शायद अभी भी टैंक वेंट लीक हो रहे थे।,wikinews,Disaster
102,hin,hin_Deva,"टंकियों के नीचे दूसरा कंटेनमेंट एरिया 104,500 बैरल की क्षमता रखता है, जिसे अभी तक पूर्ण क्षमता के साथ भरा नहीं गया है.",wikinews,Disaster
103,hin,hin_Deva,टेलीविज़न पर किए गए लाइव कमेंट्स में पहली बार सीनियर इरानियन सूत्रों ने यह माना था कि प्रतिबंधों को कोई प्रभाव हुआ था.,wikinews,Politics
104,hin,hin_Deva,"इनमें वित्तीय प्रतिबंध और कच्चे तेल के निर्यात पर यूरोपीय संघ द्वारा प्रतिबंध शामिल है, जिससे ईरानी अर्थव्यवस्था को उनकी विदेशी आय का 80% प्राप्त होता है।",wikinews,Politics
105,hin,hin_Deva,"अपनी सबसे हालिया मासिक रिपोर्ट में, ओपेक ने कहा कि कच्चे तेल का निर्यात दो दशकों के लिए 2.8 मिलियन बैरल प्रति दिन के निचले स्तर तक गिर गया था.",wikinews,Politics
106,hin,hin_Deva,देश के सुप्रीम लीडर अयातुल्ला अली ख़ामेनी ने तेल पर निर्भरता को एक ऐसे “जाल” के रूप में परिभाषित किया है जो 1979 में इरान के इस्लामिक क्रांति के पहले से बुना जा रहा है और जिससे देश को अपने आपको आज़ाद करना चाहिए.,wikinews,Politics
107,hin,hin_Deva,"सुबह लगभग 5 बजे (पूर्वी समय) जब कैप्सूल धरती को छूकर वायुमंडल में प्रवेश करता है, तब उत्तरी कैलिफ़ोर्निया, ऑरेगन, नेवाडा और उटाह के लोगों के लिए एक शानदार लाइट शो पेश करने की अपेक्षा होती है.",wikinews,Science
108,hin,hin_Deva,कैप्सूल बहुत हद तक आसमान में एक उल्का की तरह दिखाई देगा.,wikinews,Science
109,hin,hin_Deva,कैप्सूल एक मिनट में सैन फ़्रांसिस्को से लॉस एंजिलस तेज़ी से जाने के लिए लगभग 12.8 किमी या 8 मील प्रति सेकंड की यात्रा करेगा।,wikinews,Science
110,hin,hin_Deva,"स्टारडस्ट धरती की ओर इतनी तेज़ी से वापस लौटेगा कि अब तक के सारे रिकॉर्ड टूट जाएँगे. फ़िलहाल यह रिकॉर्ड अपोलो X के कमांड मॉड्यूल के नाम है जो मई, 1969 में सबसे तेज़ गति से धरती में वापस लौटा था.",wikinews,Science
111,hin,hin_Deva,"“यह उत्तरी कैलिफोर्निया के पश्चिमी तट पर चलेगा और कैलिफोर्निया से केंद्रीय ओरेगन और नेवादा और इदाहो तक और यूटा में आकाश को प्रकाशित करेगा,” टॉम डक्सबरी, स्टारडस्ट के परियोजना प्रबंधक ने कहा।",wikinews,Science
112,hin,hin_Deva,"क्योटो जलवायु समझौते पर हस्ताक्षर करने के श्री रुड के निर्णय ने संयुक्त राज्य अमेरिका को अलग कर दिया है, जो अब एकमात्र विकसित राष्ट्र होगा जिसने समझौते की पुष्टि नहीं की है।",wikinews,climate
113,hin,hin_Deva,"ऑस्ट्रेलिया की पूर्व रूढ़िवादी सरकार ने क्योटो की पुष्टि करने से मना करते हुए कहा कि जबकि भारत और चीन जैसे देश उत्सर्जन लक्ष्य से नहीं बंधे हैं, इससे कोयले के निर्यात पर भारी निर्भरता के साथ अर्थव्यवस्था को नुकसान होगा।",wikinews,climate
114,hin,hin_Deva,यह eBay के इतिहास में सबसे बड़ा अधिग्रहण है.,wikinews,Science and technology
115,hin,hin_Deva,"चीन, पूर्वी यूरोप और ब्राज़ील जैसे क्षेत्रों में जहाँ स्काइप की पकड़ मज़बूत है, कंपनी को अपने लाभ स्रोतों में विभिन्नता लाने और लोकप्रियता पाने की उम्मीद है.",wikinews,Science and technology
116,hin,hin_Deva,वैज्ञानिकों ने एन्सेलेडस को भूगर्भीय रूप से सक्रिय और शनि के बर्फीले ई वलय के संभावित स्रोत के रूप में संदेह प्रकट किया है.,wikinews,Science and technology
117,hin,hin_Deva,"एन्सेलेडस सौर प्रणाली की सबसे अधिक परावर्तक वस्तु है, जो अपने ऊपर पड़ने वाली सूर्य की लगभग 90 प्रतिशत किरणों को परावर्तित करती है।",wikinews,Science and technology
118,hin,hin_Deva,गेम के प्रकाशक कोनामी ने आज एक जापानी अख़बार को बताया कि वे सिक्स डेज़ इन फ़ालूजा जारी नहीं करेंगे.,wikinews,Culture and entertainment
119,hin,hin_Deva,"यह खेल फालुजा की दूसरी लड़ाई पर आधारित है, जो अमेरिका और इराक की सेनाओं के बीच एक शातिर लड़ाई है।",wikinews,Culture and entertainment
120,hin,hin_Deva,"एसीएमए ने यह भी पाया कि वीडियो इंटरनेट पर स्ट्रीम होने के बावजूद, बिग ब्रदर ने ऑनलाइन कंटेंट सेंसरशिप कानूनों का उल्लंघन नहीं किया था क्योंकि मीडिया बिग ब्रदर की वेबसाइट पर स्टोर नहीं किया गया था.",wikinews,Politics and conflicts
121,hin,hin_Deva,"प्रसारण सेवा अधिनियम इंटरनेट कंटेंट के लिए नियंत्रण प्रदान करता है, हालाँकि इसे इंटरनेट कंटेंट माना जाता है, लेकिन इसे सर्वर पर भौतिक रूप से रहना चाहिए.",wikinews,Politics and conflicts
122,hin,hin_Deva,केन्या के नैरोबी स्थित यूनाइटेड स्टेट्स के दूतावास ने चेतावनी जारी की है कि “सोमालिया के अतिवादी” केन्या और इथियोपिया में आत्मघाती बम हमलों की योजना बना रहे हैं.,wikinews,Politics and conflicts
123,hin,hin_Deva,अमेरिका का कहना है कि उसे एक अज्ञात स्रोत से जानकारी मिली है जो विशेष रूप से कहता है कि आत्मघाती हमलावरों के उपयोग से इथियोपिया और केन्या में “प्रमुख स्थलों” को उड़ा दिया जायेगा।,wikinews,Politics and conflicts
124,hin,hin_Deva,"द डेली शो और द कोलबर्ट रिपोर्ट से बहुत पहले, जब वे 1988 में UW में छात्र थे, तो हेक और जॉनसन ने एक प्रकाशन की कल्पना की, जो समाचार और समाचार रिपोर्टिंग की पैरोडी करेगा -.",wikinews,entertainment
125,hin,hin_Deva,"अपनी स्थापना के बाद से, द अनियन प्रिंट संस्करण के साथ एक सत्य समाचार पैरोडी साम्राज्य बन गया है, उनका एक वेबसाइट जिससे अक्टूबर के महीने में 5,000,000 अद्वितीय आगंतुक आकर्षित हुए, व्यक्तिगत विज्ञापन हैं, 24 घंटे का समाचार नेटवर्क है, पॉडकास्ट हैं, और हाल ही में हमारी मूर्ख दुनिया नामक विश्व एटलस भी लौंच हुआ है।",wikinews,entertainment
126,hin,hin_Deva,"अल गोर और जनरल टॉमी फ्रैंक्स ने फटाफट बोलकर, अपनी पसंदीदा सुर्खियों को चुरा लिया (गोर ने बताया कि जब 2000 के इलेक्टोरल कॉलेज की हार के बाद, वह टिप्पर के साथ अपनी ज़िंदगी के सबसे अच्छे पल बिता रहे थे, तब द अनियन ने उसकी रिपोर्ट की).",wikinews,entertainment
127,hin,hin_Deva,उनके कई लेखक जॉन स्टीवर्ट और स्टीफ़न कोलबर्ट के समाचार पैरोडी शो पर बहुत बड़ा प्रभाव डालते हैं.,wikinews,entertainment
128,hin,hin_Deva,आर्टिस्टिक इवेंट (कलात्मक कार्यक्रम) भी बुखारेस्ट सिटी हॉल के कैंपेन का एक हिस्सा है जो रोमानिया की राजधानी की एक क्रिएटिव और रंगीन छवि को फिर से दिखाने की कोशिश है.,wikinews,entertainment
129,hin,hin_Deva,"इस साल जून और अगस्त के बीच दुनिया का सबसे बड़ा सार्वजनिक कला कार्यक्रम, काउपरेड का आयोजन करने वाला दक्षिण-पूर्वी यूरोप का यह पहला शहरहोगा।",wikinews,entertainment
130,hin,hin_Deva,"इसी साल मार्च में, सरकार ने माल ढुलाई करने वाले कुछ और वाहनों को वित्तीय मदद देने का वादा किया था. आज की इस घोषणा के साथ ही, सरकार का वह वादा भी पूरा हुआ.",wikinews,politics
131,hin,hin_Deva,"300 और गाड़ियों से संख्या बनती हैं , 1,300 गाडियाँ जो मंगवाई गई हैं ै ताकिें भीड़भाड़ से निजात मिल सके।",wikinews,politics
132,hin,hin_Deva,लॉस एंजेलिस पुलिस विभाग के एक प्रवक्ता क्रिस्टोफर गार्सिया ने कहा कि संदिग्ध पुरुष अपराधी की गुंडागिरी के बजाय अतिक्रमण के लिए जाँच की जा रही है।,wikinews,crime
133,hin,hin_Deva,संकेत शारीरिक रूप से क्षतिग्रस्त नहीं था; “O” को बदलकर लोअरकेस “e” में पढ़ने के लिए शांति और दिल के संकेतों के साथ सजाए गए काले तिरपाल का इस्तेमाल करके संशोधन किया गया था.,wikinews,crime
134,hin,hin_Deva,"लाल ज्वार, करेनिया ब्रेविस की सामान्य सांद्रता से ज़्यादा होने के कारण होता है, जो प्राकृतिक रूप से पाए जाने वाला एकल-कोशिका वाला समुद्री जीव है.",wikinews,environment
135,hin,hin_Deva,"प्राकृतिक कारक आदर्श स्थितियों का निर्माण करने के लिए एक दूसरे को काट सकते हैं, जिससे इस शैवाल की संख्या नाटकीय रूप से बढ़ सकती है.",wikinews,environment
136,hin,hin_Deva,"शैवाल, एक न्यूरोटॉक्सिन बनाता है जो मनुष्य और मछली दोनों की नसों को कमज़ोर कर सकता है.",wikinews,environment
137,hin,hin_Deva,मछली अक्सर पानी में विष के उच्च सांद्रता के कारण मर जाती है.,wikinews,environment
138,hin,hin_Deva,हवा और तरंगों द्वारा हवा में मिले प्रभावित जल को साँस में लेने से मनुष्य प्रभावित हो सकता है.,wikinews,environment
139,hin,hin_Deva,"अपने चरम पर, ट्रॉपिकल साइक्लोन गोनू, मालदीव की भाषा में ताड़ के पत्तों के एक बैग के नाम पर प्रति घंटे 240 किलोमीटर (149 मील प्रति घंटे) की लगातार हवाओं तक पहुंच गया.",wikinews,environment
140,hin,hin_Deva,"दिन की शुरुआत में, हवाएँ लगभग 83 किमी/घंटा थीं और इसके कमज़ोर रहने की अपेक्षा थी।",wikinews,environment
141,hin,hin_Deva,कोविड-19 से जुड़ी चिंता की वजह बुधवार को यूनाइटेड स्टेट्स नेशनल बास्केटबॉल एसोसिएशन (NBA) ने अपना प्रोफ़ेशनल बास्केटबॉल सीज़न स्थगित कर दिया है.,wikinews,sport
142,hin,hin_Deva,NBA के फैसले के बाद एक उताह जैज़ खिलाडी covid-19 पॉज़िटिव पाया गया |,wikinews,sport
143,hin,hin_Deva,"“जीवाश्मों के आधार पर, इसका मतलब है कि विभाजन आणविक साक्ष्य द्वारा प्रत्याशित होने की तुलना में बहुत पुराना है।",wikinews,science
144,hin,hin_Deva,"इसका मतलब है कि इस की हर कड़ी फिर से जोड़नी होगी,” ईथोपिया में रिफ़्ट वैली रिसर्च सर्विस के शोधकर्ता और अध्ययन के सह-लेखक, बरहेन अस्फ़ॉ ने कहा.",wikinews,science
145,hin,hin_Deva,"अभी तक, अमेरिका के अंदर अपने व्यापक उपयोग की वजह से AOL अपनी खुद की रफ़्तार से IM मार्केट को आगे बढ़ाने और विकसित करने लायक हुआ है.",wikinews,business
146,hin,hin_Deva,"अगर यही व्यवस्था कायम रही, तो यह आज़ादी ज़्यादा दिन तक टिकने वाली नहीं है.",wikinews,business
147,hin,hin_Deva,Yahoo!और Microsoft सेवाओं के उपयोगकर्ताओं की संख्या एकसाथ AOL के ग्राहकों की संख्या का सामना करेगी.,wikinews,business
148,hin,hin_Deva,नॉर्दर्न रॉक बैंक को यूके सरकार से आपातकालीन सहायता मिलने की बात का पता चलने के बाद इसे 2008 में राष्ट्रीयकृत कर दिया गया था.,wikinews,business
149,hin,hin_Deva,2007 में सबप्राइम मॉर्गेज संकट के दौरान नॉर्दर्न रॉक को इसके एक्सपोज़र के कारण समर्थन की ज़रूरत थी.,wikinews,business
150,hin,hin_Deva,सर रिचर्ड ब्रैनसन के वर्जिन समूह ने उन बैंको के लिए बोली लगाई थी जिन्हे राष्ट्रीयकरण से पहले अस्वीकार कर दिया गया था।,wikinews,business
151,hin,hin_Deva,"2010 में, राष्ट्रीयकरण करते समय, वर्तमान उच्च स्ट्रीट बैंक उत्तरी पहाड़ी को 'बैड बैंक', उत्तरी पहाड़ी (असिस्ट मैनेजमेंट) से अलग किया गया था।",wikinews,business
152,hin,hin_Deva,"वर्जिन ने केवल उत्तरी रॉक के 'अच्छा बैंक' को खरीदा है, न कि संपत्ति प्रबंधन करने वाली कंपनी को।",wikinews,business
153,hin,hin_Deva,यह इतिहास में पांचवीं बार माना गया है कि लोगों ने देखा धरती पर गीरते हुए युद्ध सामग्री की रासायनिक रूप से पुष्टि की गई हैं |,wikinews,Science
154,hin,hin_Deva,"पृथ्वी पर गिरने वाले लगभग 24,000 ज्ञात उल्कापिंडों में से केवल 34 के बारे में सत्यापित किया गया है कि वे मूल रूप से मंगल से हैं।",wikinews,Science
155,hin,hin_Deva,इनमें से पंद्रह चट्टानें पिछली जुलाई में हुए उल्कापात की देन हैं.,wikinews,Science
156,hin,hin_Deva,"धरती पर कुछ बहुत ही दुर्लभ चट्टानों को प्रति औंस 11,000 से लेकर 22,500 अमेरिकी डॉलर में बेचा जाता है. यह सोने के मुकाबले लगभग दस गुना ज़्यादा है.",wikinews,Science
157,hin,hin_Deva,"रेस के बाद, 2,250 पॉइंट्स के साथ केसेलोवस्की ड्रायवर्स चैंपियनशिप लीडर बने रहे.",wikinews,Sport
158,hin,hin_Deva,"सात अंक पीछे रहने के बाद, जॉनसन 2,243 अंक के साथ दूसरे नंबर पर है।",wikinews,Sport
159,hin,hin_Deva,"तीसरे में, हैमलिन बीस अंकों से पीछे हैं, लेकिन बोयर से पाँच अंक आगे हैं. काहने और ट्रूएक्स, जूनियर क्रमशः 2,220 और 2,207 अंकों के साथ पाँचवें और छठे स्थान पर हैं.",wikinews,Sport
160,hin,hin_Deva,"सीज़न की चार रेस बची रहने पर भी, स्टीवर्ट, गॉर्डन, केंसेथ और हार्विक ड्राइवर्स चैम्पियनशिप के शीर्ष-दस स्थान में जगह बना चुके हैं।",wikinews,Sport
161,hin,hin_Deva,यूएस नेवी ने यह भी कहा था कि वे घटना की जाँच कर रही थी.,wikinews,Accident
162,hin,hin_Deva,"उन्होंने एक बयान में यह भी कहा, “इस समय क्रू जहाज़ को सुरक्षित निकालने के सबसे बेहतरीन तरीकों का पता लगाने पर काम कर रहा है.”",wikinews,Accident
163,hin,hin_Deva,"एवेंजर क्लास माइन काउंटरमेज़र शिप, यह जहाज़ पालवन के प्यर्टो प्रिंसेसा के रास्ते में था.",wikinews,Accident
164,hin,hin_Deva,इसे यूएस नेवी के सातवें बेडे में तैनात कर दिया है और यह जापान में नागासाकी के सासेबो में स्थित है.,wikinews,Accident
165,hin,hin_Deva,"26 नवम्बर 2008 को मुंबई के हमलावर नाव के द्वारा पहुँचे और अपने साथ ग्रेनेड, स्वचालित हथियार लेकर आए और भीड़भाड़ वाले छत्रपति शिवाजी टर्मिनस रेलवे स्टेशन और प्रसिद्ध ताज महल होटल सहित कई ठिकानों पर हमला किया।",wikinews,Law and crime
166,hin,hin_Deva,डेविड हेडली की स्काउटिंग और सूचना एकत्रीकरण से पाकिस्तानी आतंकवादी समूह लश्कर-ए-तैयबा के 10 बंदूकधारियों को ऑपरेशन को सफल बनाने में मदद मिली थी।,wikinews,Law and crime
167,hin,hin_Deva,हमले ने भारत और पाकिस्तान के रिश्तों पर भारी तनाव डाला है.,wikinews,Law and crime
168,hin,hin_Deva,उन अधिकारियों के साथ उन्होंने टेक्सास के लोगों को भरोसा दिलाया कि उनकी सुरक्षा के लिए कदम उठाए जा रहे हैं.,wikinews,Politics
169,hin,hin_Deva,"पेरी ने विशेष रूप से कहा, “इस मामले में सामने आई चुनौती को पूरा करने के लिए दुनिया में कम ही जगह हैं”.",wikinews,Politics
170,hin,hin_Deva,"गवर्नर ने यह भी कहा, “आज, हमें पता चला है कि कुछ स्कूली उम्र के बच्चों की पहचान हुई है जिनका रोगी से संपर्क था”.",wikinews,Politics
171,hin,hin_Deva,"वह कहता चला गया, “यह मामला गंभीर है. इस बात की फ़िक्र न करें कि हमारा सिस्टम उम्मीद के मुताबिक काम कर रहा है.”",wikinews,Politics
172,hin,hin_Deva,"यदि यह साबित होता है, कि एलन ने मुसाहि की आठ साल की खोज को पूरा कर लिया है ।",wikinews,Discovery
173,hin,hin_Deva,समुद्र सतह की मैपिंग को अनुसरण करते हुए आरओवी का इस्तेमाल कर जहाज़ के मलबे को ढूँढा गया था.,wikinews,Discovery
174,hin,hin_Deva,दुनिया के सबसे धनी लोगों में से एक एलन ने अपनी संपत्ति का अधिकांश हिस्सा समुद्री खोज में लगाया और मुशीशी को युद्ध में आजीवन रुचि से बाहर खोजने के लिए अपनी खोज शुरू की।,wikinews,Discovery
175,hin,hin_Deva,अटलांटा में काम करने के दौरान वे मशहूर हुईं. शहरी शिक्षा में नए तरीके अपनाने में उन्हें पहचान मिली.,wikinews,
176,hin,hin_Deva,2009 में उन्हें (डॉ. बेवरली हॉल) राष्ट्रीय अधीक्षक की उपाधि से सम्मानित किया गया.,wikinews,Law and crime
177,hin,hin_Deva,"पुरस्कार के समय, अटलांटा स्कूलों ने टेस्ट स्कोर में एक बड़ा सुधार देखा था.",wikinews,Law and crime
178,hin,hin_Deva,"तुरंत बाद, टेस्ट रिज़ल्ट्स में हुई परेशानियों को बताते हुए द अटलांटा जर्नल-कॉन्स्टिट्यूशन ने एक रिपोर्ट प्रकाशित की.",wikinews,Law and crime
179,hin,hin_Deva,"रिपोर्ट में बताया गया कि टेस्ट के अंक तेज़ गति से बढ़े, उस स्कूल ने आंतरिक तौर पर कुछ समस्याओं को पहचाना पर उन्हें ठीक करने के लिए कुछ नहीं किया.",wikinews,Law and crime
180,hin,hin_Deva,"उसके बाद के सबूत इस ओर इशारा करते है कि हॉल ने परीक्षा के प्रश्नपत्रों से छेड़छाड़ की थी, और 2013 में उसके साथ ही 34 अन्य शिक्षा अधिकारियों पर इसका आरोप लगाया गया था।",wikinews,Law and crime
181,hin,hin_Deva,आयरलैंड की सरकार स्थिति को सुधारने के लिए संसदीय कानून की अत्यावश्यकता पर जोर दे रही है।,wikinews,Health
182,hin,hin_Deva,"एक सरकारी प्रवक्ता ने कहा, “सार्वजनिक स्वास्थ्य और आपराधिक न्याय दोनों दृष्टिकोणों से यह महत्वपूर्ण है कि कानून को जल्द से जल्द लागू किया जाए.”",wikinews,Health
183,hin,hin_Deva,स्वास्थ्य मंत्री ने इसमें शामिल तत्वों की अस्थायी वैधता का फ़ायदा उठाने वाले लोगों के कल्याण के लिए चिंता ज़ाहिर की और सामयिक असंवैधानिक बदलावों के प्रभाव में आने के बाद से दवा से जुड़ी धारणाओं को आगे की पीढ़ी के लिए सौंप दिया.,wikinews,Health
184,hin,hin_Deva,जर्क उस दिन पहले इटली के कवरकियानो में प्री-सीज़न ट्रेनिंग के दौरान अभ्यास कर रहे थे. वे रविवार को बोलोनिया के खिलाफ़ योजनाबद्ध मैच से पहले टीम होटल में ठहरे थे.,wikinews,Sports
185,hin,hin_Deva,वह रविवार को नियोजित बोलोनिया के खिलाफ होने वाले मैच से पहले टीम के होटल में ठहरा हुआ था।,wikinews,Sports
186,hin,hin_Deva,बस को मिसौरी में सिक्स फ़्लैग्स सेंट लुइस की ओर ले जाया गया ताकि बैंड वह शो दे सके जिसकी सारी टिकटें बिक चुकी थी.,wikinews,Disasters and accidents
187,hin,hin_Deva,"शनिवार दोपहर 1:15 बजे, प्रत्यक्षदर्शियों के अनुसार, बस उस समय हरी बत्ती से गुज़र रही थी जब उसके सामने एक कार मुड़ी।",wikinews,Disasters and accidents
188,hin,hin_Deva,"9 अगस्त की रात तक, मोराकोट की आँख (केंद्र) चीनी प्रांत फुजियन से लगभग सत्तर किलोमीटर दूर थी।",wikinews,Disasters and accidents
189,hin,hin_Deva,इस तूफान का अनुमान ग्यारह किलोमीटर प्रति घंटे की दर से चीन की ओर बढ़ने का है.,wikinews,Disasters and accidents
190,hin,hin_Deva,यात्रियों को पानी दिया गया क्योंकि वे 90 (F) - डिग्री गर्मी में इंतज़ार कर रहे थे.,wikinews,Culture and entertainment
191,hin,hin_Deva,"फ़ायर कैप्टन स्कॉट कोनुस ने कहा, “90 के दशक में तापमान के साथ सांता क्लारा में यह एक गर्म दिन था.”",wikinews,Culture and entertainment
192,hin,hin_Deva,यह कहना कम है कि किसी लंबे समय तक रोलर कॉस्टर में फंस जाना असहज होगा और पहले व्यक्ति को सवारी पर से उतारने में कम से कम एक घंटा लगा था.,wikinews,Culture and entertainment
193,hin,hin_Deva,"फ़िलिप मासा के घायल हो जाने के बाद उनकी जगह, फ़ॉर्मूला-1 चैंपियनशिप को सात बार जीतने वाले माइकल शूमाकर आने वाले थे. शूमाकर ने साल 2006 में इस खेल से संन्यास ले लिया था.",wikinews,Sports
